LFQ intensity 401#1	LFQ intensity 401#2	LFQ intensity 401#3	LFQ intensity 401#4	LFQ intensity WT#1	LFQ intensity WT#2	LFQ intensity WT#3	LFQ intensity WT#4	Only identified by site	Reverse	Potential contaminant	Peptides	Razor + unique peptides	Unique peptides	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Q-value	Score	Intensity	MS/MS count	Protein IDs	Majority protein IDs	id
27.4786167144775	26.8303813934326	26.9575939178467	26.6204490661621	27.3836860656738	27.3140621185303	27.3569107055664	27.7092514038086				3	3	3	19.3	19.3	19.3	13.335	0	5.4074	1353500000	17	A6T4I6	A6T4I6	20
29.0201454162598	29.038890838623	28.677074432373	29.7052345275879	29.6022605895996	29.221887588501	29.3449001312256	29.5499725341797				10	10	10	53.1	53.1	53.1	30.582	0	42.792	5460500000	41	A6T4I7	A6T4I7	21
27.1976051330566	27.1567287445068	27.6475982666016	27.3507709503174	27.3057384490967	27.8333396911621	28.1006412506104	27.9696102142334				6	6	6	35	35	35	35.133	0	22.409	1651300000	22	A6T4I8	A6T4I8	22
31.9963779449463	32.1098594665527	31.8313026428223	31.9314270019531	32.2549057006836	32.1664161682129	31.9075946807861	32.1355590820313				23	23	23	67.5	67.5	67.5	47.062	0	323.31	36763000000	235	A6T4I9	A6T4I9	23
32.6520919799805	32.6632041931152	32.6716461181641	32.6825675964355	32.6459655761719	32.6112022399902	32.7625770568848	32.700496673584				41	41	41	63	63	63	88.487	0	323.31	56691000000	334	A6T4J0	A6T4J0	24
28.5943794250488	28.37451171875	28.8297462463379	28.0394134521484	28.1696872711182	28.0605430603027	27.7751121520996	27.8446979522705				9	9	9	34.5	34.5	34.5	30.959	0	27.987	2651800000	30	A6T4J1	A6T4J1	25
26.48512840271	26.5197887420654	27.0228443145752	NaN	NaN	NaN	26.4400596618652	NaN				3	3	3	15.6	15.6	15.6	20.09	0	4.9434	1379900000	4	A6T4J5	A6T4J5	26
32.0286445617676	32.0704803466797	32.0158462524414	31.8333778381348	31.8528137207031	32.1594543457031	31.8290729522705	31.9810085296631				40	40	40	51.7	51.7	51.7	109.61	0	323.31	35095000000	263	A6T4J7	A6T4J7	27
27.015100479126	27.2901763916016	26.60964012146	26.7710247039795	27.3140621185303	26.7572269439697	27.4335651397705	27.2540378570557				7	7	7	33	33	33	36.091	0	19.507	1139200000	7	A6T4K6	A6T4K6	28
27.0551719665527	27.2417278289795	27.3336429595947	27.5291748046875	27.6837158203125	26.7961254119873	27.4838542938232	27.0329666137695				7	7	7	39	39	39	27.251	0	12.712	1356400000	11	A6T4L2	A6T4L2	29
30.2289428710938	29.7728805541992	29.938455581665	29.6551094055176	29.6106090545654	29.3734340667725	29.4396209716797	29.3496532440186				3	3	3	9	9	9	49.828	0	4.7066	7218900000	10	A6T4L7	A6T4L7	30
26.286319732666	27.5195331573486	27.3038234710693	27.0638370513916	26.7528953552246	27.4655990600586	28.496898651123	27.8930759429932				6	6	6	15.3	15.3	15.3	63.071	0	22.226	1441500000	18	A6T4M1	A6T4M1	31
30.1249713897705	30.2632694244385	30.0964756011963	29.886812210083	30.0594329833984	29.593132019043	29.7889423370361	29.5875110626221				7	7	7	28.4	28.4	28.4	38.095	0	54.358	8450300000	62	A6T4M3	A6T4M3	33
26.1904449462891	26.1121940612793	26.1136245727539	26.2806339263916	NaN	26.0963344573975	26.4590759277344	26.0946655273438				4	4	4	28.3	28.3	28.3	17.34	0	8.2996	553800000	6	A6T4M4	A6T4M4	34
30.4785594940186	30.4118537902832	30.3962173461914	30.6500148773193	30.589958190918	30.5340824127197	30.7535820007324	30.4871158599854				11	11	11	47.9	47.9	47.9	34.839	0	68.537	13112000000	82	A6T4M5	A6T4M5	35
28.90403175354	29.1457424163818	29.1817722320557	29.4016780853271	28.6374435424805	29.4162902832031	29.1962699890137	28.7650604248047				13	13	13	26.9	26.9	26.9	64.002	0	40.394	4752000000	23	A6T4M7	A6T4M7	36
31.9263114929199	31.8232002258301	31.6514701843262	31.835262298584	31.888090133667	31.9400329589844	31.8425483703613	31.8689060211182				23	23	23	57.2	57.2	57.2	53.328	0	202.25	31739000000	227	A6T4M8	A6T4M8	37
30.5996551513672	30.804012298584	30.65846824646	30.7519874572754	30.8378582000732	30.8313026428223	31.0235996246338	30.7184925079346				17	17	17	55.5	55.5	55.5	47.525	0	97.486	15208000000	109	A6T4M9	A6T4M9	38
28.0902786254883	27.482084274292	27.897180557251	27.5645637512207	28.4696788787842	28.2492980957031	27.3642768859863	28.6392040252686				4	4	4	8.3	8.3	8.3	39.937	0	8.8791	2266600000	28	A6T4N0	A6T4N0	39
30.4016170501709	30.199291229248	30.3872032165527	30.0752067565918	29.944751739502	29.8826198577881	29.370361328125	29.9854946136475				10	10	10	34.2	34.2	34.2	46.862	0	72.737	9358900000	54	A6T4N1	A6T4N1	40
30.1681804656982	30.2364902496338	30.3031272888184	30.2858180999756	30.461877822876	30.403039932251	30.0589179992676	30.3256015777588				11	11	11	35.1	35.1	35.1	38.044	0	47.118	10661000000	62	A6T4N3	A6T4N3	41
30.4750843048096	29.8912372589111	30.1332015991211	29.8983631134033	29.902250289917	29.901819229126	29.8154792785645	29.7138290405273				14	14	14	25.5	25.5	25.5	53.491	0	41.507	8594600000	85	A6T4N4	A6T4N4	42
29.8060264587402	29.6240787506104	29.5671424865723	29.3913078308105	29.7075080871582	29.41725730896	29.2737770080566	29.4314937591553				10	10	10	39.2	39.2	39.2	32.731	0	66.575	6583300000	73	A6T4N5	A6T4N5	43
25.3140277862549	25.6694183349609	26.6336727142334	26.670877456665	25.4639797210693	26.9652118682861	NaN	NaN				2	2	2	15.9	15.9	15.9	31.3	0	26.276	541230000	6	A6T4N6	A6T4N6	44
31.0557537078857	31.2946624755859	30.9647846221924	30.9149894714355	31.1192302703857	31.1398029327393	30.871000289917	31.2351207733154				17	17	17	62.4	62.4	62.4	45.313	0	179.42	18848000000	158	A6T4N7	A6T4N7	45
34.3139228820801	34.384838104248	34.314868927002	34.4501609802246	34.2995300292969	34.4451713562012	34.2611541748047	34.2900123596191				29	29	29	94	94	94	40.341	0	323.31	178450000000	504	A6T4N8	A6T4N8	46
29.8990821838379	29.9121360778809	29.4216575622559	29.5529251098633	29.6847343444824	29.1983089447021	28.8490600585938	29.5852203369141				11	11	11	27.9	27.9	27.9	34.046	0	39.776	6519900000	39	A6T4N9	A6T4N9	47
33.7015113830566	33.6369857788086	33.5849723815918	33.578914642334	33.8652610778809	33.9598197937012	33.8068389892578	33.609619140625				60	60	59	64.9	64.9	63.5	101.96	0	323.31	117280000000	650	A6T4P1	A6T4P1	48
27.5351943969727	27.9208202362061	27.5681934356689	27.6786880493164	27.5703659057617	27.4453754425049	27.9753608703613	27.0766353607178				2	2	2	54.7	54.7	54.7	7.1899	0	18.195	1682600000	15	A6T4P3	A6T4P3	49
28.4549350738525	28.2163238525391	28.072244644165	28.3123760223389	28.3763771057129	28.5705471038818	28.1214427947998	28.9439697265625				9	9	9	36	36	36	28.64	0	18.842	2787000000	28	A6T4P4	A6T4P4	50
NaN	24.1569976806641	24.1067733764648	23.7835674285889	24.9198894500732	25.0092391967773	25.0443096160889	NaN				2	2	2	16.5	16.5	16.5	22.468	0	2.0685	160590000	2	A6T4P5	A6T4P5	51
32.1722717285156	32.224666595459	31.8393230438232	31.8507671356201	32.2105979919434	32.1098289489746	31.922700881958	32.1020240783691				20	20	20	62.5	62.5	62.5	37.278	0	197.57	36674000000	187	A6T4P6	A6T4P6	52
30.8322086334229	30.2073440551758	30.704626083374	30.6395320892334	30.97971534729	30.8683528900146	30.2812919616699	30.8141345977783				16	16	16	68	68	68	32.745	0	89.211	14626000000	130	A6T4Q0	A6T4Q0	53
NaN	NaN	25.7612915039063	25.7168579101563	25.2397975921631	25.0867099761963	25.8825263977051	25.021448135376				3	3	3	14.4	14.4	14.4	32.06	0	3.2912	290460000	5	A6T4Q2	A6T4Q2	54
27.8531112670898	28.3384113311768	28.5363063812256	28.2286224365234	27.6800289154053	27.65212059021	28.1017932891846	27.7746734619141				8	8	8	39.4	39.4	39.4	29.953	0	21.991	2243900000	19	A6T4Q6	A6T4Q6	55
36.3275527954102	36.3245239257813	36.3480682373047	36.3544235229492	36.3728446960449	36.4425010681152	36.6308441162109	36.3871536254883				75	75	75	76.3	76.3	76.3	99.433	0	323.31	750130000000	1910	A6T4Q7	A6T4Q7	56
35.2623100280762	35.2188110351563	35.0719184875488	35.1038398742676	35.3380737304688	35.2719039916992	35.3917045593262	35.1431541442871				43	43	43	74.7	74.7	74.7	65.915	0	323.31	330620000000	1131	A6T4Q8	A6T4Q8	57
34.7141075134277	34.6589050292969	34.4522476196289	34.493034362793	34.9458084106445	34.946460723877	34.8926124572754	34.8762359619141				31	31	31	60.5	60.5	60.5	50.563	0	323.31	241410000000	858	A6T4Q9	A6T4Q9	58
32.77490234375	32.667293548584	32.7519874572754	32.6142578125	33.0838851928711	33.0044898986816	33.12060546875	33.0282020568848				44	44	44	63	63	63	91.889	0	323.31	64704000000	407	A6T4R3	A6T4R3	59
28.7979507446289	28.0902786254883	28.8106002807617	28.1018447875977	28.654239654541	28.5206203460693	28.2722206115723	28.5648536682129				3	3	3	17.1	17.1	17.1	32.194	0	3.1101	3193400000	12	A6T4R6	A6T4R6	60
27.4642753601074	28.251916885376	28.5828723907471	29.189640045166	28.9424324035645	28.8532314300537	29.4594764709473	29.4197101593018				11	11	11	25.4	25.4	25.4	57.861	0	61.111	3978000000	57	A6T4S0	A6T4S0	61
31.8121471405029	31.9368076324463	31.8928375244141	31.8428115844727	32.7222213745117	32.7257614135742	32.8478965759277	32.7307281494141				33	33	33	56.8	56.8	56.8	85.08	0	279.64	44673000000	326	A6T4S1	A6T4S1	62
31.8804473876953	31.597038269043	31.6377620697021	31.7629146575928	31.9867153167725	31.4624633789063	31.4947643280029	31.4744548797607				15	15	15	87.4	87.4	87.4	20.552	0	151.35	27959000000	157	A6T4S2	A6T4S2	63
28.8096809387207	28.5850944519043	28.64381980896	28.5503578186035	27.6695938110352	26.2733936309814	28.9638900756836	28.1329574584961				8	8	8	34.1	34.1	34.1	34.582	0	21.288	2932400000	26	A6T4S4	A6T4S4	64
31.3946838378906	31.5488529205322	31.6101684570313	31.2879657745361	30.3083457946777	30.2594585418701	30.4481544494629	30.4035491943359				4	4	4	27	27	27	13.897	0	31.756	18004000000	53	A6T4S8	A6T4S8	65
30.7956008911133	30.7769012451172	30.4147796630859	30.5853996276855	30.9110660552979	30.7577991485596	30.3049774169922	31.0037689208984				18	18	18	60.2	60.2	60.2	31.532	0	145.96	14712000000	129	A6T4S9	A6T4S9	66
31.0107192993164	31.0177040100098	30.8973522186279	30.7643795013428	30.226879119873	30.3500537872314	30.1176834106445	30.147102355957				9	9	9	45.6	45.6	45.6	28.027	0	59.154	13583000000	84	A6T4T0	A6T4T0	67
30.5112609863281	30.2473964691162	30.4260234832764	30.1854152679443	30.1868324279785	30.3121376037598	30.3377742767334	30.1722412109375				22	22	22	53.9	53.9	53.9	52.4	0	141.6	10944000000	123	A6T4T2	A6T4T2	69
32.2570152282715	32.0000762939453	31.9368076324463	32.216739654541	32.2862319946289	31.9270172119141	30.9225940704346	31.6649227142334				8	8	8	57.6	57.6	57.6	17.486	0	190.91	35033000000	155	A6T4T4	A6T4T4	70
26.3699607849121	26.836051940918	28.390344619751	27.1088886260986	27.5510540008545	27.8186054229736	28.0436954498291	NaN				5	5	5	8.8	8.8	8.8	88.666	0	12.752	1414400000	11	A6T4T7	A6T4T7	71
30.8515491485596	30.5968151092529	31.0214824676514	30.938455581665	31.110668182373	31.2785263061523	31.3125705718994	31.294059753418				30	30	30	46.4	46.4	46.4	95.66	0	323.31	18387000000	167	A6T4V3	A6T4V3	72
32.0766716003418	32.0530700683594	32.0602378845215	32.06689453125	31.3460426330566	31.226936340332	31.55517578125	31.2849903106689				28	28	28	58.1	58.1	58.1	81.38	0	323.31	30218000000	185	A6T4V4	A6T4V4	73
32.1231536865234	32.053165435791	31.9109573364258	31.801586151123	31.8801174163818	31.8639316558838	31.9437389373779	31.836051940918				13	13	13	42.3	42.3	42.3	45.327	0	205.18	33744000000	193	A6T4V8	A6T4V8	74
30.8651123046875	30.730770111084	30.8146705627441	30.9029693603516	30.1265716552734	30.0093193054199	30.2005786895752	30.127555847168				6	6	6	63.2	63.2	63.2	12.15	0	85.883	12729000000	56	A6T4W0	A6T4W0	75
32.6888122558594	32.7605590820313	32.5201187133789	32.4752769470215	32.8051071166992	32.2902755737305	32.2431449890137	32.7511100769043				13	13	13	75.4	75.4	75.4	24.504	0	208.84	52500000000	169	A6T4W3	A6T4W3	76
32.473705291748	32.6832809448242	32.2948265075684	32.300537109375	32.0123176574707	32.269718170166	32.2163047790527	32.1795272827148				15	15	15	40.9	40.9	40.9	49.529	0	212.57	44899000000	187	A6T4W5	A6T4W5	77
31.5567302703857	31.6151332855225	31.4101867675781	31.2267627716064	31.2877998352051	31.0828380584717	30.3975429534912	31.1638088226318				14	14	14	81.2	81.2	81.2	15.096	0	173.72	20860000000	136	A6T4W7	A6T4W7	78
35.2321357727051	35.0635871887207	35.121509552002	35.1890296936035	35.2310256958008	35.0286560058594	35.1659355163574	35.0470199584961				22	22	22	68.6	68.6	68.6	29.832	0	323.31	307930000000	555	A6T4W8	A6T4W8	79
23.3182411193848	24.5754241943359	26.3105659484863	26.4022674560547	24.8196296691895	27.2409992218018	26.7017364501953	27.0863857269287				5	5	5	6.3	6.3	6.3	101.93	0	8.693	675840000	13	A6T4W9	A6T4W9	80
31.5218276977539	31.3242607116699	31.4409484863281	31.4909934997559	30.7855014801025	30.773998260498	29.9707622528076	31.0074481964111				12	12	12	58.7	58.7	58.7	29.206	0	75.621	19527000000	127	A6T4X0	A6T4X0	81
36.4910202026367	36.2018623352051	36.1324272155762	36.2101440429688	36.3528938293457	36.0942764282227	35.8762130737305	36.1626968383789				27	27	27	89.6	89.6	89.6	26.699	0	323.31	669920000000	1382	A6T4X1	A6T4X1	82
36.5044898986816	36.4692726135254	36.2868347167969	36.282112121582	36.4715309143066	36.1580543518066	36.443244934082	36.1050300598145				39	39	39	91.9	91.9	91.9	30.45	0	323.31	733370000000	1292	A6T4X2	A6T4X2	83
33.5828437805176	33.6844711303711	33.5918998718262	33.6078567504883	33.1660118103027	33.1738204956055	33.6671257019043	33.1175422668457				15	15	15	71	71	71	25.955	0	222.17	96968000000	293	A6T4X3	A6T4X3	84
33.8779258728027	33.9378929138184	33.9935302734375	33.9853248596191	33.6623573303223	33.7784309387207	34.1087532043457	33.7704772949219				15	15	15	76.3	76.3	76.3	19.202	0	323.31	129890000000	381	A6T4X4	A6T4X4	85
30.0753345489502	30.1285400390625	29.9411182403564	29.9302997589111	29.9558773040771	29.7186393737793	29.4688835144043	29.5299186706543				11	11	11	32.8	32.8	32.8	43.235	0	78.297	8031600000	53	A6T4X5	A6T4X5	86
27.4882278442383	27.5184078216553	27.2423629760742	27.3117256164551	27.0651741027832	27.2219562530518	27.1282939910889	26.8670291900635				4	4	4	12	12	12	28.953	0	18.042	1308200000	19	A6T4X6	A6T4X6	87
25.2906322479248	25.9735336303711	27.1972312927246	27.7030582427979	26.1393241882324	26.5909214019775	27.8405609130859	27.8451766967773				4	4	4	11.4	11.4	11.4	49.603	0	38.735	1135800000	20	A6T4X8	A6T4X8	88
33.1614074707031	33.1339683532715	33.1026992797852	32.9999923706055	33.2501106262207	33.2169723510742	32.9755172729492	32.9874458312988				51	51	48	63.5	63.5	61.6	90.083	0	323.31	76828000000	457	A6T4X9	A6T4X9	89
34.2763481140137	34.0336265563965	34.267448425293	34.123706817627	33.9276008605957	34.0675163269043	34.3956680297852	34.0803642272949				10	10	10	52.7	52.7	52.7	16.491	0	123.13	154700000000	246	A6T4Y0	A6T4Y0	90
28.6723613739014	28.6370620727539	28.7433280944824	28.8736724853516	29.3291149139404	28.795072555542	28.6202030181885	29.1353569030762				4	4	4	17.9	17.9	17.9	35.952	0	12.635	4025600000	34	A6T4Y1	A6T4Y1	91
32.3187522888184	32.1033706665039	31.9647846221924	32.2318344116211	32.1828422546387	32.4206657409668	31.2291145324707	31.9514713287354				10	10	10	64.9	64.9	64.9	17.025	0	91.873	37992000000	147	A6T4Y2	A6T4Y2	92
30.3307399749756	30.5993003845215	30.7392463684082	30.6870403289795	30.4479579925537	30.9001636505127	30.8380832672119	30.3682804107666				10	10	10	35.5	35.5	35.5	28.096	0	127.86	13335000000	92	A6T4Y3	A6T4Y3	93
25.2650279998779	25.3376636505127	25.7392845153809	25.2708129882813	25.4425296783447	25.8908290863037	25.9526042938232	26.3844928741455				4	4	4	12	12	12	42.436	0	7.372	439600000	15	A6T4Y4	A6T4Y4	94
26.8397808074951	26.2891025543213	26.4188613891602	26.0777969360352	25.8393478393555	26.2125434875488	26.1129684448242	24.8727226257324				2	2	2	14.1	14.1	14.1	21.58	0	7.79	632360000	2	A6T4Y5	A6T4Y5	95
25.4564476013184	26.6513004302979	27.6081600189209	27.9725151062012	26.5105819702148	27.2909660339355	28.2388153076172	28.1778812408447				11	11	11	14.1	14.1	14.1	130.03	0	36.259	1553200000	39	A6T4Y6	A6T4Y6	96
33.530086517334	33.5666046142578	33.6915626525879	33.6335258483887	33.6708221435547	33.5128860473633	33.9320106506348	33.6775588989258				27	27	27	77.4	77.4	77.4	35.311	0	323.31	110170000000	471	A6T4Y7	A6T4Y7	97
27.4908313751221	27.5363807678223	28.3102531433105	28.4296207427979	27.3124198913574	28.3605575561523	28.8181800842285	28.5981826782227				8	8	8	19.1	19.1	19.1	82.644	0	49.167	2484400000	22	A6T4Y8	A6T4Y8	98
26.8510284423828	27.8688545227051	28.4782695770264	28.7790012359619	26.9792385101318	28.0228977203369	28.9634761810303	28.2248096466064				4	4	4	29.5	29.5	29.5	14.625	0	25.063	2995200000	28	A6T4Y9	A6T4Y9	99
29.6984786987305	30.0445289611816	29.5221748352051	29.2095527648926	29.3902015686035	29.6944828033447	30.0110530853271	29.2205963134766				4	4	4	56	56	56	9.4125	0	16.95	6782100000	51	A6T4Z1	A6T4Z1	100
28.0387859344482	27.5871353149414	27.7479763031006	27.3517818450928	27.8044586181641	27.1017932891846	26.3782215118408	27.1865978240967				2	2	2	52.1	52.1	52.1	7.6866	0	41.313	1576200000	17	A6T4Z2	A6T4Z2	101
31.3243160247803	31.0867671966553	30.7630348205566	30.7722682952881	31.6132907867432	31.2689666748047	30.5612888336182	31.3126239776611				14	14	14	57.3	57.3	57.3	26.403	0	177.76	19340000000	117	A6T4Z5	A6T4Z5	102
34.0037002563477	33.8660888671875	33.7896461486816	33.7062530517578	33.790714263916	33.7857551574707	33.4898681640625	33.7860488891602				42	42	42	73.6	73.6	73.6	63.523	0	323.31	122350000000	670	A6T4Z7	A6T4Z7	103
31.7682113647461	31.2564811706543	31.238826751709	31.1957759857178	31.400447845459	31.2322635650635	30.4689807891846	30.903470993042				6	6	6	57.8	57.8	57.8	14.316	0	193.85	20836000000	72	A6T4Z9	A6T4Z9	104
31.4770641326904	31.5325965881348	31.5658359527588	31.4920921325684	31.9525489807129	31.9606151580811	32.3449058532715	32.0494384765625				14	14	14	61.3	61.3	61.3	29.383	0	154.4	30435000000	202	A6T500	A6T500	105
28.5659084320068	28.5533275604248	28.8169898986816	28.3242721557617	29.2985248565674	29.2984580993652	29.4070796966553	28.9109649658203				2	2	2	13.4	13.4	13.4	23.209	0	39.183	4152100000	20	A6T501	A6T501	106
29.2827281951904	29.3424434661865	29.3513603210449	28.8059043884277	29.0148887634277	29.2579307556152	29.1982383728027	29.5784683227539				9	9	9	34.1	34.1	34.1	37.633	0	70.091	5257100000	34	A6T502	A6T502	107
27.9297637939453	26.4266872406006	27.6022243499756	27.2374477386475	28.6073131561279	29.01051902771	27.5699329376221	28.4794654846191				5	5	5	35.6	35.6	35.6	22.883	0	36.304	2318700000	29	A6T503	A6T503	108
29.1475868225098	29.2045249938965	29.2093906402588	28.9995136260986	28.4810829162598	28.6171588897705	29.6142463684082	29.3389644622803				6	6	6	32.2	32.2	32.2	29.313	0	58.817	4686700000	33	A6T504	A6T504	109
26.8876247406006	26.6549911499023	26.2622528076172	27.2637386322021	25.8643856048584	NaN	27.2900009155273	29.2531356811523				4	4	4	17.9	17.9	17.9	33.554	0	29.696	1338400000	10	A6T505	A6T505	110
27.295352935791	27.1334972381592	27.7551898956299	28.0241680145264	27.6065368652344	26.7333736419678	27.3116397857666	27.6359558105469				5	5	5	29.5	29.5	29.5	28.558	0	21.36	1554000000	18	A6T510	A6T510	111
28.1592807769775	27.4369029998779	28.3413410186768	27.9344959259033	28.1057949066162	NaN	NaN	NaN				5	5	5	23.9	23.9	23.9	27.059	0	8.5879	1466500000	11	A6T513	A6T513	112
23.9901447296143	25.0173759460449	25.6442470550537	25.5775012969971	24.495885848999	25.223503112793	26.0555458068848	26.1653804779053				2	2	2	14.2	14.2	14.2	29.692	0	7.5131	332640000	8	A6T516	A6T516	113
30.6800975799561	29.5386772155762	30.4131660461426	30.2520313262939	30.3126792907715	31.1910171508789	30.9112796783447	31.2910976409912				8	8	8	50.8	50.8	50.8	20.871	0	104.73	13831000000	105	A6T518	A6T518	114
29.2422046661377	29.6111183166504	30.5987682342529	30.3842220306396	29.5131072998047	30.0194282531738	30.8264617919922	30.9692535400391				13	13	13	47	47	47	48.416	0	72.236	10538000000	59	A6T521	A6T521	116
25.8790702819824	25.4209518432617	26.0478286743164	25.6686878204346	27.0746974945068	27.429500579834	27.1911239624023	27.2219562530518				6	6	6	17.2	17.2	17.2	45.281	0	13.213	863820000	23	A6T526	A6T526	118
33.9437561035156	34.2289848327637	33.8389282226563	33.9403457641602	34.1814231872559	33.9600791931152	33.9513320922852	34.0440902709961				26	26	26	53.2	53.2	53.2	48.289	0	323.31	143440000000	441	A6T531	A6T531	119
32.0392761230469	31.3569412231445	31.7086601257324	32.3047065734863	31.9456596374512	32.2873344421387	31.7505111694336	31.6939926147461				10	10	10	80.9	80.9	80.9	16.934	0	167.65	33890000000	149	A6T532	A6T532	120
31.1816291809082	31.0158462524414	30.9029693603516	30.8839454650879	31.17551612854	31.0335445404053	31.0137176513672	30.8666591644287				18	18	18	48.3	48.3	48.3	46.931	0	72.053	17856000000	121	A6T533	A6T533	121
29.623067855835	29.0447902679443	29.4917869567871	29.6221084594727	29.9012432098389	29.5263595581055	28.6119289398193	29.7022151947021				6	6	6	40.2	40.2	40.2	15.539	0	30.363	6325000000	64	A6T534	A6T534	122
25.1840076446533	26.9705963134766	26.7279319763184	27.8599395751953	28.2125244140625	29.2681198120117	29.4786949157715	29.9349460601807				8	8	8	26.8	26.8	26.8	51.711	0	70.475	3128200000	17	A6T538	A6T538	123
