LFQ intensity 401#1	LFQ intensity 401#2	LFQ intensity 401#3	LFQ intensity 401#4	LFQ intensity WT#1	LFQ intensity WT#2	LFQ intensity WT#3	LFQ intensity WT#4	Only identified by site	Reverse	Potential contaminant	Student's T-test Significant MT_WT	Student's T-test significant	Keywords	Peptides	Razor + unique peptides	Unique peptides	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Q-value	Score	Intensity	MS/MS count	-Log Student's T-test p-value MT_WT	Student's T-test q-value MT_WT	Student's T-test Difference MT_WT	Student's T-test Test statistic MT_WT	Protein IDs	Majority protein IDs	id
26.6857872009277	27.4146595001221	27.8841342926025	28.128490447998	27.6563549041748	28.5626735687256	28.4961757659912	28.9605522155762						ATP-binding;Completeproteome;FAD;Flavoprotein;FMN;Kinase;Nucleotide-binding;Nucleotidyltransferase;Referenceproteome;Transferase	9	9	9	45.5	45.5	45.5	34.371	0	41.483	2389700000	41	1.10843649736728	0.0917556270096463	-0.890671253204346	-1.67882202049482	A6T4F9	A6T4F9	9
33.9282188415527	33.669132232666	33.6931190490723	33.7400283813477	33.802318572998	33.7159996032715	33.9709167480469	33.6147842407227						Aminoacyl-tRNAsynthetase;ATP-binding;Completeproteome;Cytoplasm;Ligase;Metal-binding;Nucleotide-binding;Proteinbiosynthesis;Referenceproteome;Zinc	50	50	50	66.5	66.5	66.5	102.72	0	323.31	120740000000	623	0.0686008211650554	0.925285340314136	-0.0183801651000977	-0.0889205639480443	A6T4G0	A6T4G0	10
28.6326675415039	28.7750186920166	29.3897495269775	29.8375873565674	29.1784515380859	29.8072261810303	30.3107299804688	30.027624130249						Completeproteome;Isomerase;Referenceproteome;Rotamase	6	6	6	38.9	38.9	38.9	16.155	0	107.07	6715200000	55	0.927122171470846	0.139972602739726	-0.672252178192139	-1.40041548497878	A6T4G2	A6T4G2	11
29.6040649414063	29.7024307250977	29.2024250030518	29.4127426147461	28.9892082214355	29.0731391906738	29.8660850524902	29.5752258300781						3Fe-4S;Completeproteome;Iron;Iron-sulfur;Isoprenebiosynthesis;Metal-binding;NADP;Oxidoreductase;Referenceproteome	9	9	9	31.3	31.3	31.3	34.447	0	146.08	5953300000	50	0.171813293933091	0.746911042944785	0.104501247406006	0.301177892756826	A6T4G3	A6T4G3	12
30.9338912963867	31.0447902679443	31.0606575012207	31.2092628479004	31.0901775360107	31.257661819458	30.8884525299072	31.2706394195557						Amino-acidbiosynthesis;Completeproteome;Cytoplasm;Diaminopimelatebiosynthesis;Lysinebiosynthesis;NAD;NADP;Oxidoreductase;Referenceproteome	16	16	16	61.5	61.5	61.5	28.647	0	159.85	19233000000	151	0.24869958391398	0.750727828746177	-0.064582347869873	-0.297731345324188	A6T4H8	A6T4H8	13
28.3486194610596	28.3359870910645	28.5051021575928	28.387882232666	27.8225021362305	27.628396987915	28.0298118591309	27.8652591705322				+	MT_WT	Amino-acidbiosynthesis;Argininebiosynthesis;ATP-binding;Completeproteome;Glutamineamidotransferase;Ligase;Nucleotide-binding;Pyrimidinebiosynthesis;Referenceproteome	6	6	6	25.8	25.8	25.8	42.165	0	9.9329	2450800000	12	3.06343586430068	0.0244	0.557905197143555	2.75971063108924	A6T4H9	A6T4H9	14
29.7305908203125	29.8050289154053	29.9483776092529	30.096097946167	30.3978481292725	30.1223812103271	30.2700824737549	30.0313110351563						Amino-acidbiosynthesis;Argininebiosynthesis;Completeproteome;Magnesium;Manganese;Metal-binding;Pyrimidinebiosynthesis;Referenceproteome	31	31	31	37.9	37.9	37.9	118	0	107	8945100000	85	1.45749296080728	0.145108647450111	-0.310381889343262	-1.37689333544103	A6T4I0	A6T4I0	15
27.8265686035156	28.1958236694336	27.4423713684082	27.8340644836426	27.5001335144043	26.7078037261963	28.0448932647705	27.9310607910156						Completeproteome;Referenceproteome	4	4	4	46.8	46.8	46.8	8.2341	0	40.423	1751500000	21	0.353151527173796	0.503571865443425	0.27873420715332	0.618126998222316	A6T4I1	A6T4I1	16
26.4403305053711	26.979564666748	27.3343257904053	27.0690727233887	28.0954704284668	26.4651470184326	27.3891143798828	27.0356960296631						Completeproteome;Referenceproteome	3	3	3	33.5	33.5	33.5	17.889	0	9.7855	1206200000	3	0.315454503456847	0.526525490196078	-0.290533542633057	-0.580630854273369	A6T4I2	A6T4I2	17
29.5061435699463	28.8912811279297	29.2688331604004	29.4908885955811	29.6225452423096	29.7052021026611	30.1889572143555	29.5919570922852						Completeproteome;NADP;One-carbonmetabolism;Oxidoreductase;Referenceproteome	8	8	8	42.1	42.1	42.1	17.965	0	44.586	6573100000	66	1.29740831989817	0.1052	-0.487878799438477	-1.56880771780161	A6T4I4	A6T4I4	18
26.8176307678223	27.0514430999756	27.5998859405518	27.4049491882324	27.1312408447266	28.9742393493652	28.2960529327393	28.0770416259766						Completeproteome;Hydrolase;Referenceproteome	6	6	6	33	33	33	31.607	0	40.182	2015800000	26	1.12407337462495	0.0885211726384365	-0.901166439056396	-1.69926038739494	A6T4I5	A6T4I5	19
27.4786167144775	26.8303813934326	26.9575939178467	26.6204490661621	27.3836860656738	27.3140621185303	27.3569107055664	27.7092514038086						Completeproteome;Referenceproteome	3	3	3	19.3	19.3	19.3	13.335	0	5.4074	1353500000	17	1.21462657932794	0.120698734177215	-0.469217300415039	-1.48954287701465	A6T4I6	A6T4I6	20
29.0201454162598	29.038890838623	28.677074432373	29.7052345275879	29.6022605895996	29.221887588501	29.3449001312256	29.5499725341797						Completeproteome;Cytoplasm;Methyltransferase;Referenceproteome;RNA-binding;rRNAprocessing;S-adenosyl-L-methionine;Transferase	10	10	10	53.1	53.1	53.1	30.582	0	42.792	5460500000	41	0.65984105929711	0.308335135135135	-0.319418907165527	-0.92923511440207	A6T4I7	A6T4I7	21
27.1976051330566	27.1567287445068	27.6475982666016	27.3507709503174	27.3057384490967	27.8333396911621	28.1006412506104	27.9696102142334						Cobalt;Completeproteome;Cytoplasm;Magnesium;Metal-binding;NAD;NADP;Oxidoreductase;Pyridoxinebiosynthesis;Referenceproteome;Zinc	6	6	6	35	35	35	35.133	0	22.409	1651300000	22	1.18094445624798	0.127117647058824	-0.464156627655029	-1.4601394694571	A6T4I8	A6T4I8	22
31.9963779449463	32.1098594665527	31.8313026428223	31.9314270019531	32.2549057006836	32.1664161682129	31.9075946807861	32.1355590820313						Chaperone;Completeproteome;Isomerase;Periplasm;Referenceproteome;Repeat;Rotamase;Signal	23	23	23	67.5	67.5	67.5	47.062	0	323.31	36763000000	235	0.781755587753165	0.43027149321267	-0.148877143859863	-0.724982845407302	A6T4I9	A6T4I9	23
32.6520919799805	32.6632041931152	32.6716461181641	32.6825675964355	32.6459655761719	32.6112022399902	32.7625770568848	32.700496673584						Celloutermembrane;Completeproteome;Disulfidebond;Membrane;Referenceproteome;Signal	41	41	41	63	63	63	88.487	0	323.31	56691000000	334	0.142890847699462	0.926317854807063	-0.0126829147338867	-0.0875874798970571	A6T4J0	A6T4J0	24
28.5943794250488	28.37451171875	28.8297462463379	28.0394134521484	28.1696872711182	28.0605430603027	27.7751121520996	27.8446979522705						Cellinnermembrane;Cellmembrane;Chaperone;Completeproteome;Membrane;Referenceproteome;Transmembrane;Transmembranehelix	9	9	9	34.5	34.5	34.5	30.959	0	27.987	2651800000	30	1.3873306682143	0.0949454545454546	0.497002601623535	1.64192860392251	A6T4J1	A6T4J1	25
32.0286445617676	32.0704803466797	32.0158462524414	31.8333778381348	31.8528137207031	32.1594543457031	31.8290729522705	31.9810085296631						Activator;ATP-binding;Completeproteome;DNA-binding;Helicase;Hydrolase;Nucleotide-binding;Referenceproteome;Transcription;Transcriptionregulation	40	40	40	51.7	51.7	51.7	109.61	0	323.31	35095000000	263	0.128341833317948	0.874082417582418	0.0314998626708984	0.154976767273998	A6T4J7	A6T4J7	27
27.015100479126	27.2901763916016	26.60964012146	26.7710247039795	27.3140621185303	26.7572269439697	27.4335651397705	27.2540378570557						Completeproteome;Referenceproteome	7	7	7	33	33	33	36.091	0	19.507	1139200000	7	0.603313285567307	0.359906056860321	-0.268237590789795	-0.834602405717296	A6T4K6	A6T4K6	28
27.0551719665527	27.2417278289795	27.3336429595947	27.5291748046875	27.6837158203125	26.7961254119873	27.4838542938232	27.0329666137695						Amino-acidbiosynthesis;Aromaticaminoacidbiosynthesis;Completeproteome;Lyase;Referenceproteome;Schiffbase	7	7	7	39	39	39	27.251	0	12.712	1356400000	11	0.064114075656941	0.902409121395037	0.0407638549804688	0.120953443963992	A6T4L2	A6T4L2	29
30.2289428710938	29.7728805541992	29.938455581665	29.6551094055176	29.6106090545654	29.3734340667725	29.4396209716797	29.3496532440186						4Fe-4S;Amino-acidbiosynthesis;Branched-chainaminoacidbiosynthesis;Completeproteome;Iron;Iron-sulfur;Leucinebiosynthesis;Lyase;Metal-binding;Referenceproteome	3	3	3	9	9	9	49.828	0	4.7066	7218900000	10	1.78957973260811	0.0731274131274131	0.455517768859863	1.83101727730862	A6T4L7	A6T4L7	30
26.286319732666	27.5195331573486	27.3038234710693	27.0638370513916	26.7528953552246	27.4655990600586	28.496898651123	27.8930759429932						Amino-acidbiosynthesis;Branched-chainaminoacidbiosynthesis;Completeproteome;Magnesium;Metal-binding;Referenceproteome;Thiaminepyrophosphate;Transferase	6	6	6	15.3	15.3	15.3	63.071	0	22.226	1441500000	18	0.639561773874315	0.241968652037618	-0.608738899230957	-1.07550885469776	A6T4M1	A6T4M1	31
30.1249713897705	30.2632694244385	30.0964756011963	29.886812210083	30.0594329833984	29.593132019043	29.7889423370361	29.5875110626221						Completeproteome;DNA-binding;Referenceproteome;Transcription;Transcriptionregulation	7	7	7	28.4	28.4	28.4	38.095	0	54.358	8450300000	62	1.31780259745701	0.15040522875817	0.335627555847168	1.36054308559108	A6T4M3	A6T4M3	33
26.1904449462891	26.1121940612793	26.1136245727539	26.2806339263916	NaN	26.0963344573975	26.4590759277344	26.0946655273438						Completeproteome;Cytoplasm;DNA-binding;Referenceproteome;Repeat;Repressor;Transcription;Transcriptionregulation	4	4	4	28.3	28.3	28.3	17.34	0	8.2996	553800000	6	0.14280456710762	0.844861365235749	-0.0424675941467285	-0.19048018606329	A6T4M4	A6T4M4	34
30.4785594940186	30.4118537902832	30.3962173461914	30.6500148773193	30.589958190918	30.5340824127197	30.7535820007324	30.4871158599854						Completeproteome;Cytoplasm;Methyltransferase;Referenceproteome;rRNAprocessing;S-adenosyl-L-methionine;Transferase	11	11	11	47.9	47.9	47.9	34.839	0	68.537	13112000000	82	0.619117646835618	0.549480345158197	-0.107023239135742	-0.55383158559256	A6T4M5	A6T4M5	35
28.90403175354	29.1457424163818	29.1817722320557	29.4016780853271	28.6374435424805	29.4162902832031	29.1962699890137	28.7650604248047						Completeproteome;Referenceproteome	13	13	13	26.9	26.9	26.9	64.002	0	40.394	4752000000	23	0.312389972833615	0.602346810422282	0.154540061950684	0.483139549205989	A6T4M7	A6T4M7	36
31.9263114929199	31.8232002258301	31.6514701843262	31.835262298584	31.888090133667	31.9400329589844	31.8425483703613	31.8689060211182						ATP-binding;Cellcycle;Celldivision;Cellshape;Cellwallbiogenesis/degradation;Completeproteome;Cytoplasm;Ligase;Magnesium;Nucleotide-binding;Peptidoglycansynthesis;Referenceproteome	23	23	23	57.2	57.2	57.2	53.328	0	202.25	31739000000	227	0.585396718037119	0.633278065630397	-0.0758333206176758	-0.440781788824438	A6T4M8	A6T4M8	37
30.5996551513672	30.804012298584	30.65846824646	30.7519874572754	30.8378582000732	30.8313026428223	31.0235996246338	30.7184925079346						ATP-binding;Cellcycle;Celldivision;Cellshape;Cellwallbiogenesis/degradation;Completeproteome;Ligase;Nucleotide-binding;Peptidoglycansynthesis;Referenceproteome	17	17	17	55.5	55.5	55.5	47.525	0	97.486	15208000000	109	0.981143687902202	0.388973871733967	-0.149282455444336	-0.789093979240378	A6T4M9	A6T4M9	38
28.0902786254883	27.482084274292	27.897180557251	27.5645637512207	28.4696788787842	28.2492980957031	27.3642768859863	28.6392040252686						Cellcycle;Celldivision;Cellinnermembrane;Cellmembrane;Cellshape;Cellwallbiogenesis/degradation;Completeproteome;Membrane;Peptidoglycansynthesis;Referenceproteome;Transferase;Transmembrane;Transmembranehelix	4	4	4	8.3	8.3	8.3	39.937	0	8.8791	2266600000	28	0.63490328199182	0.28036	-0.422087669372559	-0.985216444227619	A6T4N0	A6T4N0	39
30.4016170501709	30.199291229248	30.3872032165527	30.0752067565918	29.944751739502	29.8826198577881	29.370361328125	29.9854946136475						ATP-binding;Cellcycle;Celldivision;Cellshape;Cellwallbiogenesis/degradation;Completeproteome;Cytoplasm;Ligase;Nucleotide-binding;Peptidoglycansynthesis;Referenceproteome	10	10	10	34.2	34.2	34.2	46.862	0	72.737	9358900000	54	1.54934250530724	0.0868344370860927	0.470022678375244	1.71189563879483	A6T4N1	A6T4N1	40
30.1681804656982	30.2364902496338	30.3031272888184	30.2858180999756	30.461877822876	30.403039932251	30.0589179992676	30.3256015777588						Cellcycle;Celldivision;Cellinnermembrane;Cellmembrane;Cellshape;Cellwallbiogenesis/degradation;Completeproteome;Glycosyltransferase;Membrane;Peptidoglycansynthesis;Referenceproteome;Transferase	11	11	11	35.1	35.1	35.1	38.044	0	47.118	10661000000	62	0.282744083385094	0.737285824941906	-0.0639553070068359	-0.311874329305938	A6T4N3	A6T4N3	41
30.4750843048096	29.8912372589111	30.1332015991211	29.8983631134033	29.902250289917	29.901819229126	29.8154792785645	29.7138290405273						ATP-binding;Cellcycle;Celldivision;Cellshape;Cellwallbiogenesis/degradation;Completeproteome;Cytoplasm;Ligase;Nucleotide-binding;Peptidoglycansynthesis;Referenceproteome	14	14	14	25.5	25.5	25.5	53.491	0	41.507	8594600000	85	0.94000072012551	0.255812121212121	0.266127109527588	1.04176710132962	A6T4N4	A6T4N4	42
29.8060264587402	29.6240787506104	29.5671424865723	29.3913078308105	29.7075080871582	29.41725730896	29.2737770080566	29.4314937591553						ATP-binding;Cellshape;Cellwallbiogenesis/degradation;Completeproteome;Cytoplasm;Ligase;Magnesium;Manganese;Metal-binding;Nucleotide-binding;Peptidoglycansynthesis;Referenceproteome	10	10	10	39.2	39.2	39.2	32.731	0	66.575	6583300000	73	0.515496579750367	0.51998414271556	0.13962984085083	0.592507463945331	A6T4N5	A6T4N5	43
31.0557537078857	31.2946624755859	30.9647846221924	30.9149894714355	31.1192302703857	31.1398029327393	30.871000289917	31.2351207733154						Cellcycle;Celldivision;Cellshape;Completeproteome;Referenceproteome	17	17	17	62.4	62.4	62.4	45.313	0	179.42	18848000000	158	0.108858371812991	0.879627141877999	-0.0337409973144531	-0.149517642265545	A6T4N7	A6T4N7	45
34.3139228820801	34.384838104248	34.314868927002	34.4501609802246	34.2995300292969	34.4451713562012	34.2611541748047	34.2900123596191						Cellcycle;Celldivision;Completeproteome;Cytoplasm;GTP-binding;Nucleotide-binding;Referenceproteome;Septation	29	29	29	94	94	94	40.341	0	323.31	178450000000	504	0.342087888118519	0.789456166419019	0.0419807434082031	0.256512266798618	A6T4N8	A6T4N8	46
29.8990821838379	29.9121360778809	29.4216575622559	29.5529251098633	29.6847343444824	29.1983089447021	28.8490600585938	29.5852203369141						Completeproteome;Hydrolase;LipidAbiosynthesis;Lipidbiosynthesis;Lipidmetabolism;Referenceproteome	11	11	11	27.9	27.9	27.9	34.046	0	39.776	6519900000	39	0.800394443329701	0.238672985781991	0.367119312286377	1.08292008829929	A6T4N9	A6T4N9	47
33.7015113830566	33.6369857788086	33.5849723815918	33.578914642334	33.8652610778809	33.9598197937012	33.8068389892578	33.609619140625						ATP-binding;Cellinnermembrane;Cellmembrane;Completeproteome;Cytoplasm;Membrane;Metal-binding;Nucleotide-binding;Proteintransport;Referenceproteome;Translocation;Transport;Zinc	60	60	59	64.9	64.9	63.5	101.96	0	323.31	117280000000	650	1.23266397265947	0.286894810659187	-0.184788703918457	-0.97073773573511	A6T4P1	A6T4P1	48
27.5351943969727	27.9208202362061	27.5681934356689	27.6786880493164	27.5703659057617	27.4453754425049	27.9753608703613	27.0766353607178						Completeproteome;Metal-binding;Referenceproteome;Zinc	2	2	2	54.7	54.7	54.7	7.1899	0	18.195	1682600000	15	0.330110344136965	0.592125230202578	0.15878963470459	0.502635400973693	A6T4P3	A6T4P3	49
28.4549350738525	28.2163238525391	28.072244644165	28.3123760223389	28.3763771057129	28.5705471038818	28.1214427947998	28.9439697265625						Cellcycle;Celldivision;Completeproteome;Cytoplasm;Referenceproteome;Septation	9	9	9	36	36	36	28.64	0	18.842	2787000000	28	0.589160829519315	0.390558083832335	-0.239114284515381	-0.791105220517435	A6T4P4	A6T4P4	50
NaN	24.1569976806641	24.1067733764648	23.7835674285889	24.9198894500732	25.0092391967773	25.0443096160889	NaN				+	MT_WT	ATP-binding;CoenzymeAbiosynthesis;Completeproteome;Cytoplasm;Kinase;Nucleotide-binding;Referenceproteome;Transferase	2	2	2	16.5	16.5	16.5	22.468	0	2.0685	160590000	2	2.86722072664922	0.0117647058823529	-0.975366592407227	-4.17126105875565	A6T4P5	A6T4P5	51
32.1722717285156	32.224666595459	31.8393230438232	31.8507671356201	32.2105979919434	32.1098289489746	31.922700881958	32.1020240783691						Completeproteome;Metal-binding;NADP;Oxidoreductase;Potassium;Referenceproteome	20	20	20	62.5	62.5	62.5	37.278	0	197.57	36674000000	187	0.217115089203032	0.769346444780635	-0.0645308494567871	-0.280690560874656	A6T4P6	A6T4P6	52
30.8322086334229	30.2073440551758	30.704626083374	30.6395320892334	30.97971534729	30.8683528900146	30.2812919616699	30.8141345977783						Completeproteome;Glycosyltransferase;Referenceproteome;Transferase	16	16	16	68	68	68	32.745	0	89.211	14626000000	130	0.281768315237752	0.633687121866897	-0.139945983886719	-0.441024456809816	A6T4Q0	A6T4Q0	53
27.8531112670898	28.3384113311768	28.5363063812256	28.2286224365234	27.6800289154053	27.65212059021	28.1017932891846	27.7746734619141						Completeproteome;DNA-binding;Pyruvate;Referenceproteome;Transcription;Transcriptionregulation	8	8	8	39.4	39.4	39.4	29.953	0	21.991	2243900000	19	1.3152097696696	0.114607329842932	0.436958789825439	1.51755122206764	A6T4Q6	A6T4Q6	55
36.3275527954102	36.3245239257813	36.3480682373047	36.3544235229492	36.3728446960449	36.4425010681152	36.6308441162109	36.3871536254883						Completeproteome;Oxidoreductase;Pyruvate;Referenceproteome;Thiaminepyrophosphate	75	75	75	76.3	76.3	76.3	99.433	0	323.31	750130000000	1910	1.03328266687077	0.448769911504425	-0.119693756103516	-0.6999931880292	A6T4Q7	A6T4Q7	56
35.2623100280762	35.2188110351563	35.0719184875488	35.1038398742676	35.3380737304688	35.2719039916992	35.3917045593262	35.1431541442871						Acyltransferase;Completeproteome;Glycolysis;Lipoyl;Referenceproteome;Transferase	43	43	43	74.7	74.7	74.7	65.915	0	323.31	330620000000	1131	0.875341724693522	0.464525641025641	-0.121989250183105	-0.672596024087506	A6T4Q8	A6T4Q8	57
34.7141075134277	34.6589050292969	34.4522476196289	34.493034362793	34.9458084106445	34.946460723877	34.8926124572754	34.8762359619141						Completeproteome;FAD;Flavoprotein;NAD;Oxidoreductase;Redox-activecenter;Referenceproteome	31	31	31	60.5	60.5	60.5	50.563	0	323.31	241410000000	858	2.6525019739382	0.0721921397379913	-0.335705757141113	-1.89716776621363	A6T4Q9	A6T4Q9	58
32.77490234375	32.667293548584	32.7519874572754	32.6142578125	33.0838851928711	33.0044898986816	33.12060546875	33.0282020568848				+	MT_WT	4Fe-4S;Completeproteome;Iron;Iron-sulfur;Lyase;Metal-binding;Referenceproteome;Tricarboxylicacidcycle	44	44	44	63	63	63	91.889	0	323.31	64704000000	407	3.63603146955039	0.0455128205128205	-0.357185363769531	-2.27811599935265	A6T4R3	A6T4R3	59
28.7979507446289	28.0902786254883	28.8106002807617	28.1018447875977	28.654239654541	28.5206203460693	28.2722206115723	28.5648536682129						Completeproteome;Cytoplasm;Polyaminebiosynthesis;Referenceproteome;Spermidinebiosynthesis;Transferase	3	3	3	17.1	17.1	17.1	32.194	0	3.1101	3193400000	12	0.0870079398801959	0.870536181943487	-0.0528149604797363	-0.159405845239901	A6T4R6	A6T4R6	60
27.4642753601074	28.251916885376	28.5828723907471	29.189640045166	28.9424324035645	28.8532314300537	29.4594764709473	29.4197101593018						Completeproteome;Referenceproteome	11	11	11	25.4	25.4	25.4	57.861	0	61.111	3978000000	57	1.05156282649639	0.101944134078212	-0.796536445617676	-1.58135620720263	A6T4S0	A6T4S0	61
31.8121471405029	31.9368076324463	31.8928375244141	31.8428115844727	32.7222213745117	32.7257614135742	32.8478965759277	32.7307281494141				+	MT_WT	Completeproteome;Referenceproteome	33	33	33	56.8	56.8	56.8	85.08	0	279.64	44673000000	326	6.18972212140493	0	-0.885500907897949	-5.82062889200858	A6T4S1	A6T4S1	62
31.8804473876953	31.597038269043	31.6377620697021	31.7629146575928	31.9867153167725	31.4624633789063	31.4947643280029	31.4744548797607						Completeproteome;Glycosyltransferase;Referenceproteome;Transferase	15	15	15	87.4	87.4	87.4	20.552	0	151.35	27959000000	157	0.345281172635483	0.624041884816754	0.114941120147705	0.452712035761601	A6T4S2	A6T4S2	63
28.8096809387207	28.5850944519043	28.64381980896	28.5503578186035	27.6695938110352	26.2733936309814	28.9638900756836	28.1329574584961						ATP-binding;Completeproteome;Nucleotide-binding;Referenceproteome	8	8	8	34.1	34.1	34.1	34.582	0	21.288	2932400000	26	0.774416104465915	0.161330595482546	0.887279510498047	1.31012714969036	A6T4S4	A6T4S4	64
31.3946838378906	31.5488529205322	31.6101684570313	31.2879657745361	30.3083457946777	30.2594585418701	30.4481544494629	30.4035491943359				+	MT_WT	Autocatalyticcleavage;Completeproteome;Cytoplasm;Decarboxylase;Lyase;Pantothenatebiosynthesis;Pyruvate;Referenceproteome;Schiffbase;Zymogen	4	4	4	27	27	27	13.897	0	31.756	18004000000	53	4.89616731706656	0	1.10554075241089	5.63839630738561	A6T4S8	A6T4S8	65
30.7956008911133	30.7769012451172	30.4147796630859	30.5853996276855	30.9110660552979	30.7577991485596	30.3049774169922	31.0037689208984						ATP-binding;Completeproteome;Cytoplasm;Ligase;Nucleotide-binding;Pantothenatebiosynthesis;Referenceproteome	18	18	18	60.2	60.2	60.2	31.532	0	145.96	14712000000	129	0.227372248623118	0.703341288782816	-0.101232528686523	-0.348831901070223	A6T4S9	A6T4S9	66
31.0107192993164	31.0177040100098	30.8973522186279	30.7643795013428	30.226879119873	30.3500537872314	30.1176834106445	30.147102355957				+	MT_WT	Completeproteome;Cytoplasm;Magnesium;Metal-binding;Pantothenatebiosynthesis;Referenceproteome;Transferase	9	9	9	45.6	45.6	45.6	28.027	0	59.154	13583000000	84	3.98205121821441	0.00884848484848485	0.712109088897705	3.74631778131974	A6T4T0	A6T4T0	67
30.5112609863281	30.2473964691162	30.4260234832764	30.1854152679443	30.1868324279785	30.3121376037598	30.3377742767334	30.1722412109375						ATP-binding;Completeproteome;mRNAprocessing;Nucleotide-binding;Referenceproteome;RNA-binding;Transcription;Transferase	22	22	22	53.9	53.9	53.9	52.4	0	141.6	10944000000	123	0.469481215767723	0.624439367311072	0.0902776718139648	0.455794245914325	A6T4T2	A6T4T2	69
32.2570152282715	32.0000762939453	31.9368076324463	32.216739654541	32.2862319946289	31.9270172119141	30.9225940704346	31.6649227142334						Coiledcoil;Completeproteome;Cytoplasm;Metal-binding;Referenceproteome;Zinc;Zinc-finger	8	8	8	57.6	57.6	57.6	17.486	0	190.91	35033000000	155	0.643097583575668	0.282267045454545	0.402468204498291	0.980440489840015	A6T4T4	A6T4T4	70
26.3699607849121	26.836051940918	28.390344619751	27.1088886260986	27.5510540008545	27.8186054229736	28.0436954498291	NaN						ATP-binding;Completeproteome;Helicase;Hydrolase;Nucleotide-binding;Referenceproteome	5	5	5	8.8	8.8	8.8	88.666	0	12.752	1414400000	11	0.544435502279731	0.287504922644163	-0.628140131632488	-0.986874963324425	A6T4T7	A6T4T7	71
